"id_cust","recency","frequency","monetary"
"892665501",89,2,2500
"892665501",89,2,2500
"602745034",60,1,1136
"1242747650",124,1,18182
"632754610",62,5,88636
"885972373",88,1,9091
"376031362",37,1,1136
"816188599",42,7,84092
"1076346754",13,9,105683
"1026349862",102,1,1136
"1466356056",98,5,46591
"1016361005",39,4,5456
"1486361312",148,1,1136
"66378427",6,1,20850
"1081230557",108,1,4545
"351230671",8,2,41700
"1081231578",108,1,4545
"381232925",38,1,4545
"1081233948",108,1,4545
"361234219",36,1,20850
"1081234236",108,1,4545
"361234324",36,1,20850
"1081234877",108,1,4545
"1081235811",108,1,4545
"1101242944",110,3,5682
"391245895",39,1,1364
"171245923",17,2,34091
"411247122",41,1,1364
"561248662",56,2,18182
"581252265",58,2,4546
"631254298",56,8,25001
"411257284",41,1,1364
"61261112",6,1,1364
"411271009",41,3,15000
"1411275488",141,1,22727
"1011287205",101,1,1136
"1371296511",14,31,599995
"1281300349",128,1,1136
"1411303899",141,1,1136
"851307322",74,2,2500
"851307322",74,2,2500
"1431307341",121,6,52274
"141310409",14,1,20850
"141310410",14,1,20850
"1481314485",148,2,4546
"621315151",10,11,88638
"1361315182",136,1,1364
"1081317026",108,2,18182
"1111338897",111,1,9091
"1491385637",149,1,22727
"1081393226",108,1,4545
"1081394269",108,1,4545
"1081395708",108,1,4545
"1081396277",108,1,4545
"1081396459",108,1,4545
"1081397490",108,1,4545
"361397738",36,1,20850
"351397766",35,1,20850
"1081397950",108,1,4545
"1081400414",108,1,4545
"1081400949",108,1,4545
"1081401067",108,1,4545
"1081401835",108,1,4545
"1081401993",108,1,4545
"1081402110",108,1,4545
"1081402212",108,1,4545
"1031402275",103,1,4545
"571402411",57,1,4545
"1081403227",108,1,4545
"91404035",9,1,20850
"1081404460",108,1,4545
"1081404794",108,1,4545
"1081405149",108,1,4545
"1081405377",108,1,4545
"1081405882",108,1,4545
"1081407008",108,1,4545
"1161407979",116,1,4545
"841418969",7,11,88636
"1501422284",35,3,26136
"871501866",87,1,2273
"1161539227",90,2,2728
"61550757",6,4,7955
"601565669",60,1,1136
"1111567691",111,2,2728
"1301613705",14,19,279545
"1311616835",122,2,2272
"1171654075",57,7,104545
"1061655658",106,1,11364
"1311655894",131,2,13637
"1481658083",148,1,1136
"741664771",74,1,1364
"411667708",41,1,1364
"1491679124",101,3,27273
"801706813",80,1,9091
"1461713220",43,7,13637
"441713261",44,2,3409
"435371873",40,7,79546
"415372332",41,2,2728
"1015372737",30,9,23184
"705377375",70,4,27272
"655377383",63,6,40909
"565377414",47,6,70455
"765379224",76,1,22727
"175381860",17,1,28182
"1465382728",110,12,110228
"995383037",99,2,4546
"1415383258",104,3,20454
"415383988",41,1,1364
"965384736",96,2,22728
"1125391454",112,1,1136
"1435391587",39,6,9093
"1245391601",86,10,28411
"925394241",92,2,2728
"655395013",65,2,4546
"405396367",40,1,1364
"445398518",44,1,22727
"815405527",41,2,45454
"425406204",34,5,9091
"585407987",58,3,6819
"1465410317",146,2,13637
"1085410727",97,3,3408
"815424688",81,2,18182
"1055425388",105,2,4546
"1495427286",149,1,2273
"905440770",88,3,7273
"745444954",74,1,1364
"1505449131",109,10,11360
"1495452942",149,1,2273
"1185453436",118,1,1364
"905463488",90,1,9091
"585508059",4,18,56816
"1145517763",114,2,9090
"1465518524",84,4,9092
"145521573",14,1,22727
"855522859",85,1,9091
"1475536818",43,12,134092
"1335544985",133,3,15910
"1045550718",52,20,78412
"995553426",99,3,6819
"1105566176",101,3,4092
"1045573281",104,2,2728
"835583277",83,1,2273
"1185596833",118,1,1364
"1115597015",111,1,1136
"795598268",79,1,1136
"765621175",17,20,73864
"1395644845",139,1,4545
"1185711310",118,1,4545
"1395753000",139,1,2727
"1025754627",5,2,12500
"1096800850",62,10,54547
"1186801280",40,6,46819
"1296802516",41,4,11818
"1506808846",122,7,12729
"406814697",40,1,27273
"1226815401",122,1,11364
"416836243",41,2,2728
"976841201",97,1,1136
"1466897050",146,2,45454
"1260377193",126,1,2273
"410378562",41,1,9091
"1070381941",23,4,79545
"1320381945",132,1,1364
"1220394146",122,1,1136
"410400090",41,3,4092
"1080406267",108,1,1364
"520410514",9,9,19320
"1110415193",65,5,43181
"530415676",9,7,19318
"130415764",13,2,25000
"850424138",85,3,47727
"580425183",58,2,4546
"1040428709",104,1,11364
"1180436760",118,1,1364
"130442826",13,1,20850
"100442831",10,1,20850
"140442847",14,1,20850
"150442911",15,1,20850
"150442922",15,1,20850
"130442924",13,1,20850
"110442946",11,1,20850
"150443009",15,1,20850
"110443013",11,1,20850
"110443025",11,1,20850
"130443028",13,1,20850
"140443046",14,1,20850
"110443051",11,1,20850
"100443053",10,1,20850
"370443704",15,2,41700
"290444946",14,2,41700
"150445375",15,1,20850
"140445384",14,1,20850
"110445401",11,1,20850
"140445402",14,1,20850
"100445476",10,1,20850
"150445477",15,1,20850
"100445495",10,1,20850
"130445510",13,1,20850
"100445513",10,1,20850
"110445518",11,1,20850
"150445520",15,1,20850
"90445523",9,1,20850
"100445579",10,1,20850
"130445592",13,1,20850
"110445594",11,1,20850
"110445596",11,1,20850
"130445605",13,1,20850
"50446593",5,1,1136
"320468313",32,1,9091
"790494845",79,1,22727
"830497609",53,3,47727
"410533371",41,2,2728
"600554091",60,2,4546
"760555974",9,17,72730
"1140566374",114,1,1364
"1470571855",7,8,75001
"700572973",70,2,10455
"110575372",11,1,9091
"1500575881",70,13,35911
"1390578188",41,6,8184
"890578902",89,2,2728
"1190602645",119,1,1364
"1470606968",89,27,67736
"1390608051",139,1,1364
"1160608359",111,2,2500
"1160608359",111,2,2500
"1120612429",6,9,90910
"760612544",76,1,1136
"1130612854",97,2,4546
"1500666740",76,11,184090
"400671475",40,3,4092
"1190671768",119,1,22727
"750703998",75,2,4546
"1390750527",85,2,2728
"1420775766",142,1,4545
"401228345",39,3,4092
"861236163",86,1,1364
"901294222",90,1,9091
"621882526",50,4,14772
"1491882679",149,2,4546
"1481891493",74,16,119319
"311891853",20,3,34091
"1461932518",146,1,2273
"521932565",20,7,57955
"1491970832",88,7,19774
"1111970973",111,1,1364
"41973397",4,1,1364
"91974187",9,1,2273
"411983212",41,1,1364
"623860539",62,1,2273
"413860763",41,3,4092
"1193870584",119,1,4545
"903898565",89,4,118180
"83899133",8,1,1136
"333905811",33,2,4546
"873907133",85,4,7955
"1383923075",76,3,4092
"1333923788",133,1,2273
"893951471",3,3,6819
"1153955949",3,28,132501
"1413957137",141,1,2273
"1474020756",147,1,1136
"994027717",55,8,36366
"1434053206",7,8,22728
"1475859203",147,1,2273
"1375881477",118,2,4091
"55885372",5,1,20500
"95885374",9,1,20850
"75885378",7,1,20500
"55885383",5,1,16500
"55885386",5,1,16500
"75885401",7,1,16500
"55885407",5,1,16500
"55885408",5,1,16500
"75885409",7,1,16500
"85885470",8,1,20500
"75885476",7,1,20500
"35885478",3,1,20500
"95885496",9,1,20850
"65885500",6,1,16500
"95885502",9,1,20850
"765931275",41,2,2728
"805975464",80,1,9091
"825997941",82,2,10227
"407394894",40,1,1364
"77403617",7,1,20850
"77403652",7,1,20850
"57403672",5,1,20850
"77403691",7,1,20850
"77403694",7,1,20850
"67404801",4,6,39773
"1127468823",112,1,9091
"1227469261",10,14,131818
"887477734",72,4,8637
"77492917",7,1,20850
"77492919",7,1,20850
"57492950",5,1,20850
"887586855",88,1,9091
"1027587917",77,3,6819
"1417588734",141,4,9092
"48280754",4,1,20500
"48280755",4,1,20500
"48280757",4,1,20500
"78280758",7,1,16500
"38280759",3,1,20500
"38280764",3,1,20500
"38280766",3,1,20500
"38280767",3,1,20500
"38280770",3,1,20500
"48280772",4,1,20500
"38280775",3,1,20500
"48280776",4,1,20500
"48280777",4,1,20500
"78280778",7,1,20500
"38280779",3,1,20500
"38280781",3,1,20500
"48280783",4,1,20500
"38280785",3,1,20500
"38280786",3,1,20500
"38280787",3,1,20500
"48280790",4,1,20500
"38280791",3,1,20500
"38280792",3,1,20500
"48280793",4,1,20500
"48280795",4,1,20500
"38280797",3,1,20500
"38280798",3,1,20500
"48280799",4,1,20500
"58280801",5,1,20500
"38280802",3,1,20500
"88280815",8,1,20500
"98280818",9,1,20850
"78280820",7,1,20500
"88280822",8,1,20500
"88280824",8,1,20500
"78280827",7,1,20500
"78280828",7,1,20500
"98280829",9,1,20850
"98280833",9,1,20850
"88280834",8,1,20500
"98280842",9,1,20850
"88280847",8,1,20500
"78280849",7,1,16500
"58280850",5,1,16500
"88280854",8,1,20500
"88280855",8,1,20500
"88280856",8,1,20500
"98280867",9,1,20850
"88280872",8,1,20500
"98280879",9,1,20850
"88280881",8,1,20500
"88280886",8,1,20500
"98280887",9,1,20850
"98280892",9,1,20850
"1288305960",128,1,22727
"598340622",56,7,45456
"349519016",34,2,4546
"149560518",14,1,20850
"149560524",14,1,20850
"149560530",14,1,20850
"159560531",15,1,20850
"139560707",13,1,20850
"119560713",11,1,20850
"119560717",11,1,20850
"109560724",10,1,20850
"159560730",15,1,20850
"119560735",11,1,20850
"149560738",14,1,20850
"159560822",15,1,20850
"149560827",14,1,20850
"149560832",14,1,20850
"149560833",14,1,20850
"109560836",10,1,20850
"119561507",11,1,20850
"109561511",10,1,20850
"109561518",10,1,20850
"109561520",10,1,20850
"109561521",10,1,20850
"149561540",14,1,20850
"149561549",14,1,20850
"109561550",10,1,20850
"149561809",14,1,20850
"149561815",14,1,20850
"119561816",11,1,20850
"149561820",14,1,20850
"149561835",14,1,20850
"159564023",15,1,20850
"109564026",10,1,20850
"109564030",10,1,20850
"119564038",11,1,20850
"119564040",11,1,20850
"149564319",14,1,20850
"159564320",15,1,20850
"159564325",15,1,20850
"119564346",11,1,20850
"119564355",11,1,20850
"1429568284",142,3,13637
"779584512",77,1,11364
"329589121",4,8,56818
"59590220",5,2,4546
"799592711",79,4,7955
"1199605929",106,7,57955
"1469634312",146,1,22727
"391555134",39,1,4545
"761581074",76,1,1364
"601634098",57,2,4546
"1121642170",110,3,4092
"791650635",79,1,9091
"1501657873",150,3,6819
"1061678872",106,4,118182
"1111694023",19,10,16821
"71701807",7,1,16500
"61701808",6,1,16500
"61701809",6,1,16500
"71701816",7,1,20500
"71701817",7,1,20500
"61701819",6,1,16500
"71701822",7,1,16500
"71701823",7,1,20500
"71701824",7,1,16500
"71701825",7,1,20500
"71701826",7,1,16500
"71701827",7,1,20500
"51701828",5,1,20500
"51701829",5,1,20500
"71701833",7,1,16500
"71701834",7,1,16500
"61701835",6,1,16500
"71701836",7,1,20500
"71701839",7,1,16500
"71701841",7,1,20500
"71701842",7,1,16500
"71701843",7,1,16500
"71701844",7,1,20500
"71701845",7,1,16500
"31701848",3,1,20500
"41702111",4,1,20500
"71702112",7,1,20500
"51702116",5,1,16500
"51702122",5,1,20500
"71702125",7,1,16500
"51702127",5,1,20500
"71702131",7,1,20500
"61702138",6,1,16500
"31702141",3,1,20500
"71702145",7,1,16500
"71702147",7,1,20500
"71702155",7,1,16500
"401707717",40,3,4092
"1301711373",14,6,20456
"1051715023",95,3,4545
"561720880",56,2,18182
"981730451",98,1,22727
"1481736366",53,20,48866
"1281740357",128,1,1136
"1183562295",117,2,25000
"1123562848",110,2,22728
"1383613513",94,6,31365
"1433622649",20,2,31818
"1393638540",139,1,1364
"963641066",96,2,13637
"1473652439",147,1,11364
"33679127",3,1,20500
"53679129",5,1,16500
"33679130",3,1,20500
"33679131",3,1,20500
"33679132",3,1,20500
"33679135",3,1,20500
"33679137",3,1,20500
"43679139",4,1,20500
"33679142",3,1,20500
"33679143",3,1,20500
"33679144",3,1,20500
"33679146",3,1,20500
"33679148",3,1,20500
"33679149",3,1,20500
"43679150",4,1,20500
"43679151",4,1,20500
"33679152",3,1,20500
"33679153",3,1,20500
"33679154",3,1,20500
"33679155",3,1,20500
"33679156",3,1,20500
"53679157",5,1,20500
"33679158",3,1,20500
"33679159",3,1,20500
"33679160",3,1,20500
"33679162",3,1,20500
"43679163",4,1,20500
"53679164",5,1,20500
"53679165",5,1,20500
"33679167",3,1,20500
"43679171",4,1,20500
"33679173",3,1,20500
"53679175",5,1,20500
"33679178",3,1,20500
"53679204",5,1,16500
"83679205",8,1,20500
"33679207",3,1,20500
"33679208",3,1,20500
"53679209",5,1,20500
"33679210",3,1,20500
"33679211",3,1,20500
"43679213",4,1,20500
"33679214",3,1,20500
"33679215",3,1,20500
"43679216",4,1,20500
"33679217",3,1,20500
"43679218",4,1,20500
"33679220",3,1,20500
"33679221",3,1,20500
"33679222",3,1,20500
"33679223",3,1,20500
"43679228",4,1,20500
"73679230",7,1,16500
"53679233",5,1,16500
"53679267",5,1,16500
"53679269",5,1,16500
"33679272",3,1,20500
"33679273",3,1,20500
"33679274",3,1,20500
"53679275",5,1,20500
"43679276",4,1,20500
"53680352",5,1,20500
"43680355",4,1,20500
"43680357",4,1,20500
"53680358",5,1,16500
"53680364",5,1,20500
"43680366",4,1,20500
"43680374",4,1,20500
"33680381",3,1,20500
"43680386",4,1,20500
"63680388",6,1,16500
"53680391",5,1,16500
"33680394",3,1,20500
"33680397",3,1,20500
"33680462",3,1,20500
"53680463",5,1,16500
"53680464",5,1,16500
"53680465",5,1,20500
"63680466",6,1,16500
"33680469",3,1,20500
"53680471",5,1,20500
"834187176",83,1,2273
"894187419",55,3,14773
"1384187657",138,3,4092
"1494764406",149,2,3409
"114770558",11,1,20850
"154770869",15,1,20850
"144770886",14,1,20850
"104770888",10,1,20850
"104770953",10,1,20850
"154770955",15,1,20850
"104770969",10,1,20850
"104770972",10,1,20850
"144770981",14,1,20850
"154770988",15,1,20850
"1174776114",117,1,1364
"945327748",14,8,22727
"875370122",87,1,1364
"825370484",52,3,5682
"825370949",13,24,572725
"965371407",54,5,25001
"775371479",33,7,36365
"1105373441",39,3,31819
"1475374434",6,5,18183
"565377123",56,2,2728
"1245389133",124,1,1136
"276071058",27,1,1136
"766076576",53,5,113635
"1366101869",3,8,82954
"1136113764",77,3,5001
"1056129258",33,11,84092
"276141402",27,3,36363
"376147896",10,3,45455
"1496155521",96,8,48863
"496200551",49,4,16364
"986214876",65,7,96590
"906230749",90,1,9091
"1476278366",7,10,210227
"976390201",33,4,7955
"346390556",33,2,122727
"1396409341",103,3,8636
"376410297",37,1,2273
"1406421281",118,4,8637
"1176423954",117,1,1364
"996427400",99,1,18182
"1496451158",100,8,53410
"1476452097",147,1,2273
"1493003360",121,9,46250
"1233004299",86,3,15000
"393004851",39,1,1136
"1193005045",119,3,7500
"1473005850",147,1,12500
"683009276",67,5,227500
"1443013259",113,8,18750
"243014798",21,2,13637
"803023898",39,3,6136
"813030464",81,1,2500
"413039922",41,1,2273
"693040859",62,2,10341
"763043548",76,4,8750
"1433045040",143,2,20000
"953051442",95,4,32500
"433053414",42,3,4545
"1483055503",25,3,6023
"763055703",50,4,52500
"653056860",58,2,23636
"203057233",20,1,9091
"853057477",85,1,12500
"843057821",38,8,23523
"1183058008",76,4,15000
"973059103",46,3,4659
"1043059246",96,3,3750
"1413063181",119,4,8750
"633063432",63,2,3409
"313076912",31,1,1136
"1423078197",50,3,3636
"623079411",60,3,26136
"273079703",15,3,40909
"983083623",25,4,12613
"1313085087",131,3,7500
"43086686",4,1,11364
"1053089093",105,1,62500
"113090452",7,2,3409
"293092581",27,4,7955
"523094699",52,1,11364
"323094707",32,1,9091
"583097540",58,2,3409
"133098673",13,1,2273
"973098853",97,2,3750
"1473099687",84,8,50000
"103101370",10,2,2272
"563101597",56,1,11818
"1143107878",114,1,23636
"123109152",12,1,9091
"1193111406",119,3,6250
"213112099",5,6,31818
"553112412",55,1,11364
"63116478",6,1,1136
"973117078",40,8,25000
"143120167",14,1,9091
"1253120578",14,5,42046
"53122179",5,1,22727
"213124379",21,1,2273
"983136197",98,1,10000
"623138865",62,1,9091
"1453139570",144,3,28750
"1183144427",118,2,27500
"113147613",4,3,47727
"973154702",74,5,150000
"793155386",14,4,71705
"143158358",14,1,2273
"1433162355",6,26,177048
"383163660",32,2,10227
"1213167340",96,2,50000
"303169490",12,5,31819
"1383170531",21,3,7273
"993170594",98,3,7500
"783170902",4,19,81364
"1433170984",143,2,5000
"1003172412",100,1,2500
"1463173501",97,15,61250
"1043174756",77,5,10000
"613179005",61,1,2273
"413183742",8,3,6819
"383184440",38,1,2273
"123184519",12,1,2273
"33184631",3,2,4546
"33188013",3,2,45454
"103197805",10,1,2273
"483199980",48,1,11364
"1433202895",15,30,263410
"103205177",10,2,4546
"1453205673",125,5,35000
"423207757",42,1,1136
"1493211053",112,3,6250
"263216105",6,5,11365
"143219270",6,4,22728
"1473219750",123,6,13750
"1343219951",134,1,2500
"53220949",5,1,11364
"1343223157",134,1,2500
"1423224060",142,1,2500
"493225043",49,2,34091
"323225058",32,1,2273
"493227523",7,4,38637
"533227634",53,1,23636
"113232897",11,3,26136
"223234128",22,2,25000
"63241705",6,1,1136
"163251144",8,4,7955
"273252496",22,3,36364
"1443252885",118,3,28750
"143253118",4,3,34091
"383253596",38,1,2273
"63255479",6,1,1136
"473256065",47,1,11364
"503259762",50,1,1136
"1493259781",5,15,58749
"1213261324",108,8,17500
"583262657",58,1,2273
"1223272914",122,2,12500
"183273299",16,2,20455
"573274706",57,1,1136
"1013274904",38,8,110341
"143280048",14,2,4546
"103282986",3,2,3409
"1013289222",97,2,13750
"553293441",55,2,3409
"553293668",4,6,19318
"573293832",57,2,3409
"1243294662",14,7,29546
"583295504",14,19,95457
"1013300762",5,4,9319
"1473300889",101,3,36250
"233301663",7,3,19318
"973306757",97,1,2500
"1353312087",62,6,14773
"443312957",5,4,29546
"523313858",51,2,23863
"573319010",56,3,15910
"1173320321",115,3,28750
"1133320540",11,60,1471133
"1133321475",13,4,22841
"203322351",20,1,1136
"833327387",83,2,22500
"1023327717",102,1,25000
"463329363",46,1,2273
"1133330541",113,1,1250
"473331187",47,2,13637
"953332478",95,3,17500
"483334166",21,4,70454
"1003334167",100,1,12500
"1363335425",98,4,7500
"543335948",4,2,3409
"983336717",98,2,5000
"1153344235",115,2,37500
"1043347488",104,1,11818
"583354498",41,4,56818
"143356764",14,1,9091
"1123356989",94,3,3750
"113358015",7,2,12500
"143359849",14,1,22727
"983361734",7,7,40113
"403365256",40,1,9091
"223368315",22,1,22727
"1123369390",112,3,17500
"1163370582",116,1,2500
"143370848",14,2,10227
"1473371195",147,1,2500
"303374665",17,2,2272
"973382828",97,1,2500
"1163393049",116,1,12500
"1443404169",81,9,28750
"793404726",79,1,2500
"1453410640",39,19,148295
"303412415",30,2,3409
"913413951",3,7,15228
"1223419405",82,3,45000
"953433363",95,2,5000
"943438772",94,1,10000
"1293444200",129,3,5000
"143446058",12,5,51136
"203450483",20,1,1136
"1463451477",141,3,15000
"1323454543",132,1,2500
"393455713",39,2,3409
"1203459668",120,4,17500
"483461275",12,6,11364
"1423461570",142,2,26250
"1443471644",109,4,8750
"433474030",15,3,15910
"43474071",4,2,68182
"1123477999",14,3,25000
"1443478225",144,1,25000
"863483456",57,7,10340
"43484693",3,4,7955
"1323485118",132,2,5000
"973491279",97,1,2500
"1413496731",141,2,35000
"633496948",24,9,36365
"1113497755",111,1,12500
"563499843",56,2,3409
"103502159",10,2,4546
"263503416",26,1,1136
"1153504625",115,1,1250
"1473508222",138,5,8750
"233508267",23,3,6819
"133508542",13,1,2273
"1123517159",94,5,10000
"873522189",87,1,1250
"1023523049",98,4,6250
"983530722",97,2,5000
"1443533374",144,1,25000
"553542829",55,1,1136
"1013556580",28,2,21364
"983565468",97,4,20000
"213573740",19,5,28408
"1403577173",140,1,1250
"143581577",14,1,2273
"1223597478",22,16,249091
"883598182",88,1,12500
"1103607471",56,10,30796
"593609456",59,1,1136
"1503609688",96,8,56250
"1413611503",141,1,10000
"473611532",24,9,27274
"593613004",59,1,2273
"993619114",99,1,1250
"843619641",84,1,1250
"483633809",48,1,2273
"1353636783",135,2,3750
"1443637234",144,2,5000
"803637819",13,3,45227
"1443642978",50,5,62727
"1483645388",11,11,104773
"123646309",12,1,1136
"643650142",64,2,45454
"1503651195",102,5,40000
"113654681",11,1,9091
"1133655498",22,8,16705
"253656805",25,1,2273
"873658737",87,1,10000
"1483658750",129,2,5000
"1503659507",150,2,5000
"263660324",26,1,9091
"973676473",97,1,25000
"1483681918",53,17,30794
"1033684423",103,1,2500
"103686012",10,1,22727
"1113688139",111,1,2500
"1223691819",122,1,1250
"633698608",41,2,3409
"1083707968",22,5,129318
"243712397",23,2,2272
"1133715703",113,1,10000
"483716837",44,10,37502
"1423717206",142,1,25000
"993724201",99,1,10000
"613731553",61,5,17046
"233736553",23,1,2273
"243736561",19,2,13637
"1113741023",26,6,614546
"1013753299",59,2,3636
"1053755696",105,1,1250
"523761791",52,1,2273
"983764966",98,1,10000
"293766256",29,1,11364
"483774559",48,1,2273
"473777878",41,4,6818
"1363780240",136,1,1250
"773780959",77,3,6250
"133782670",6,9,31817
"1023783444",102,1,1250
"303786557",30,1,2273
"263786616",4,7,71591
"1313788758",130,2,3750
"1023790130",102,1,2500
"973791322",97,2,22500
"1363791847",21,2,3523
"1153794377",115,2,22500
"1473801447",147,2,27500
"1163803375",116,2,82727
"1493810954",149,1,10000
"1413822665",101,6,23750
"813823504",81,4,8750
"1023825662",102,1,2500
"1263828867",126,1,2500
"143833614",7,3,13637
"993849458",99,1,2500
"1163855911",116,2,13750
"453858317",45,1,2273
"533859154",53,1,1136
"503864650",20,3,5682
"1313866996",131,4,8750
"1113869723",111,1,1250
"1473872905",147,1,2500
"1183880448",118,1,10000
"193887981",14,7,55682
"1453890138",141,3,17500
"393890683",39,1,2273
"1063893181",106,1,25000
"563894793",10,4,45455
"1453897882",145,1,2500
"1503899728",145,3,30000
"1013901449",101,1,1250
"1483904849",129,3,6250
"73909454",7,1,2273
"1473911224",147,2,5000
"983914327",64,5,12273
"173918825",14,3,34091
"533919428",53,1,2273
"223924003",5,5,27273
"1443924999",144,1,10000
"613925056",61,1,2273
"833926730",83,1,2500
"1013929586",101,1,2500
"963929612",96,1,2500
"1503934192",150,1,1250
"1503934214",150,1,10000
"823936753",6,6,12272
"1323940463",132,1,1250
"423940610",42,3,3408
"1133942074",84,5,11250
"293943889",29,1,1136
"1443944566",38,4,15114
"923945488",92,1,2500
"963947900",41,4,26591
"1133949237",113,1,11818
"1453950286",143,2,15000
"1463978504",146,1,10000
"1113979151",111,2,15000
"1393983601",139,1,10000
"1403984709",140,1,2500
"863988482",86,6,22500
"133988749",6,3,54545
"1063994412",105,3,76250
"384000348",38,1,11364
"964001602",96,1,25000
"614010657",61,3,21591
"1024028166",102,1,2500
"534030451",53,1,2273
"1024033058",102,3,7500
"1254045411",124,2,22500
"34046101",3,1,22727
"1454054610",145,1,1250
"1064055495",106,2,3750
"144055713",14,5,49999
"1024056635",102,1,2500
"1474057351",144,4,40000
"994061345",99,1,11818
"1024063276",102,2,5000
"254066305",5,14,57956
"264070176",26,2,34091
"1054076593",105,2,5000
"514077972",47,3,21591
"1384078079",6,17,50795
"154079801",15,1,1136
"1454080594",145,1,2500
"1474088512",97,19,161250
"1464095014",84,6,55000
"1174105979",56,4,80454
"224106220",20,6,43183
"474106382",47,1,2273
"134106477",13,1,2273
"1184111575",20,4,8296
"284114315",25,2,11364
"1114116644",111,1,11818
"1264118260",126,4,10000
"1184118264",105,8,33750
"1454121247",145,1,25000
"114121953",11,1,1136
"1104122201",67,6,32500
"1474123411",123,5,41250
"244133994",24,1,11818
"294135369",29,2,10227
"484136217",48,2,3409
"1114137082",6,18,73637
"254137755",25,1,1136
"1174138116",117,1,12500
"1184141473",39,17,44772
"124141501",11,2,31818
"884142603",88,1,2500
"974143673",75,2,12500
"594145902",59,1,2273
"394146818",39,1,9091
"1324152121",132,1,25000
"1384157755",135,2,22500
"104158852",7,2,340909
"1084159899",108,1,25000
"394161574",14,5,27274
"384171787",38,2,4546
"244173246",24,1,2273
"1484178778",104,18,145000
"1064187534",51,2,11591
"974193828",97,1,2500
"1464214774",146,1,2500
"324217438",32,1,2273
"1294229240",117,2,3750
"1504236022",150,3,17500
"934241698",93,4,10000
"1234242484",123,1,2500
"1054246225",105,1,10000
"1164252016",116,1,354545
"924267834",40,9,58636
"984275662",98,1,25000
"534275987",52,2,13637
"624276753",61,2,25000
"1234286206",101,2,12500
"1034288559",11,12,77728
"1244293019",124,1,25000
"994293205",48,45,536524
"1454298837",69,6,30000
"1404303045",140,3,7500
"624306115",57,7,52274
"1144316777",101,4,25000
"254317172",25,1,1136
"1394320261",6,13,39319
"1344327759",130,3,40000
"254332815",25,1,23636
"554333637",55,1,23636
"434337148",43,1,1136
"574338554",57,2,3409
"954339903",95,1,10000
"1474340168",147,2,27500
"964342368",96,1,2500
"254345790",4,6,52274
"1484347310",148,2,5000
"1134353110",108,4,10000
"1374354076",29,30,81366
"1414364721",141,2,15000
"184372267",18,1,22727
"264374561",6,4,47728
"254383606",25,1,11364
"964384331",96,1,10000
"1404385779",6,18,42728
"864390151",86,1,12500
"234390990",23,1,9091
"1374398680",113,2,2500
"934399378",93,1,2500
"574404473",57,1,9091
"1174412733",14,4,82726
"1184413376",118,1,23636
"194413654",19,1,2273
"1474416289",141,4,32500
"1074418587",14,4,28523
"514430943",51,1,1136
"1354434614",103,3,38750
"1474440385",74,3,28750
"1144441882",47,6,77955
"114443651",11,1,22727
"254459532",18,10,28411
"424464995",42,1,2273
"1164468687",116,1,20500
"434470516",43,5,19319
"134478631",13,1,2273
"574480075",57,1,22727
"1134501904",113,1,2500
"174505463",17,1,2273
"54507088",5,1,2273
"444509654",44,1,1136
"1474509958",85,7,70000
"584516030",58,1,11364
"874521498",87,1,2500
"574524880",57,1,2273
"984525434",14,4,43068
"514525566",11,4,25001
"624534850",56,2,3409
"384546612",38,3,6819
"74552542",7,2,4546
"1494552804",134,4,17500
"1424554706",133,2,35000
"454555555",14,4,90908
"1074561915",107,1,12500
"934564435",76,7,32500
"234564820",23,1,1136
"124566910",6,7,24999
"464581526",46,1,2273
"114583558",10,3,27273
"1164594055",105,7,26250
"1444607005",129,5,10000
"614613322",14,24,496591
"1184620772",118,1,10000
"1264621936",126,1,1250
"1164627717",115,3,45000
"654629301",65,3,6819
"1004630014",100,1,12500
"1024630420",102,2,3750
"74636075",7,1,11364
"1494638326",41,3,6136
"274642525",27,1,22727
"1154646477",115,1,12500
"1454650579",14,2,3523
"1044657810",104,1,1250
"694660353",69,1,2500
"1244661671",124,2,27500
"524663523",52,1,2273
"1334664526",133,1,1250
"594667226",59,1,2273
"424680168",42,4,18183
"624685114",62,1,1136
"1044687061",90,4,125000
"254698544",25,1,2273
"284703715",28,1,1136
"1164704266",99,3,75000
"1004713140",100,1,25000
"1044717843",52,14,118864
"1264719570",126,1,2500
"1154721023",115,1,12500
"194724636",8,2,4546
"154725195",15,2,2272
"1504725789",150,1,12500
"264727604",8,2,18182
"954748118",39,2,3523
"1354750258",118,7,26250
"644751035",54,2,79545
"164755343",15,4,102273
"614756160",58,6,28410
"274756810",27,1,11364
"944765129",13,10,50910
"1424766927",55,4,23978
"1444771384",31,13,47160
"534772103",53,1,2273
"444776704",44,3,6819
"394778895",39,1,11818
"54780854",5,1,11364
"234781532",23,1,11364
"954782770",7,12,42388
"424784173",42,1,9091
"1424790037",141,2,11250
"1364797341",25,4,4886
"494803135",49,1,11364
"394805127",38,3,6819
"214805246",21,1,11364
"934806668",25,6,24204
"524816682",52,1,2273
"494835926",49,2,3409
"94838521",5,3,13637
"1494839367",149,2,22500
"484843744",48,1,11364
"1014848643",101,1,12500
"834858762",83,4,8750
"1154865423",115,2,126250
"484874321",6,19,237502
"94878014",9,1,23636
"574878561",57,4,5681
"414882115",19,2,2272
"574887025",41,8,140454
"74889150",7,1,2273
"814891127",69,3,3750
"604896155",60,2,13637
